classname,m1,m2,m3,m4,m5,m6,m7
chevrolet,0.26134723774096535,0.13284838095287063,0.009710716414358507,0.025151406599170947,0.13340877681919888,0.3193001649850146,0.06227461158362435
chevrolet,0.21225859919268722,0.08878420463378695,0.011014502886403734,0.022271273257439966,0.13328921356108914,0.3095436196106247,0.06252331385352541
chevrolet,0.15543865443667212,0.056659622517402766,0.9118145543589667,0.2813829911267325,0.0,0.24924886530771426,0.21292755870446245
chevrolet,0.1569879951876123,0.06162137781170293,0.04267826133213376,0.08320471323384042,0.136322558288098,0.3163055131657644,0.06925523896825982
chevrolet,0.1001692111803145,0.050201586826298016,0.627045542675105,0.1388874569327698,0.10893120934466784,0.25630410744680326,0.0
chevrolet,0.3140019307945665,0.18753565759071636,0.6135539784616375,1.0,1.0,1.0,0.5062605551626286
chevrolet,0.0882832925896744,0.027800438466452748,0.013900977720189207,0.059275542195144415,0.13412184565193727,0.31219949325899793,0.06459255187230047
chevrolet,0.08852109102775821,0.04369691426876557,0.009128882094956513,0.00800951640398748,0.13303256340172934,0.304009864036159,0.06216904180329501
chevrolet,0.07750144205032061,0.010589716878206194,0.007410497937387972,0.07602183632730114,0.1322842113513383,0.30067111368549027,0.0651784695716084
chevrolet,0.11243946201151114,0.055006954028262466,0.04023438983595011,0.039001116871452204,0.13397540253966644,0.3046631303791502,0.05993391268391543
chevrolet,0.054148880971068555,0.012792907827636769,0.003931177849036829,0.043474143603071114,0.13356573262202923,0.30865966821374935,0.0625639118274152
chevrolet,1.0,1.0,1.0,0.6803534981219971,0.3285412494123874,0.10388038963352525,1.0
chevrolet,0.024685107884983234,0.0025044774173974336,1.1517500116147209e-05,0.008489627263800802,0.1329541739873999,0.30083772923201246,0.062177685568976515
chevrolet,0.11986019572361582,0.03768010662461846,0.08677007540429095,0.9615355814493434,0.4309575208755778,0.0,0.25604744275780866
chevrolet,0.055166155753545,0.015467482981191617,0.013694968872542528,0.007140443883531854,0.13288126944502235,0.30169826014326506,0.06224515503065228
chevrolet,0.11847581912405963,0.05293588708788932,0.022821900684438436,0.07497728908393275,0.13622060295413452,0.3264682360698074,0.05979518359405424
chevrolet,0.010528962688565442,0.006714955495702819,0.03104809888240161,0.002592983717227211,0.13292677771966013,0.3004133405987923,0.062197452450279425
chevrolet,0.21723825099566516,0.09726743016146336,0.1449529856186084,0.1868429957887577,0.14721618414568668,0.31798795628936255,0.1116267606318049
chevrolet,0.04450615118247048,0.026996159733996317,0.002202614631066974,0.0002703345843723014,0.13295083066059188,0.300518762159239,0.062173747993268476
chevrolet,0.04744868686408401,0.012700313327806422,0.0010289955424307082,0.009999905807616321,0.13297979593287867,0.3024139452873057,0.06221181751000805
chevrolet,0.07907002075389287,0.041006341860251476,0.13793738712271228,0.14953977958247686,0.15802331061393268,0.35834829915182376,0.06511655756247879
chevrolet,0.1821923595861034,0.09373682415558583,0.13824542628766334,0.134665676945834,0.1464437082994628,0.33184800785301843,0.08725430597372824
chevrolet,0.08728245215875598,0.029181282914280852,0.008370416214941773,0.017002854280746185,0.13299786398417654,0.30115937937714127,0.06252555652780514
chevrolet,0.4998935369122431,0.3730351446693704,0.1106827863804275,0.25080983750416846,0.18182759401554494,0.6119043805269702,0.06505222966230556
chevrolet,0.12818429481906454,0.05535168649827651,0.10241367906643878,0.06401246134272748,0.12716907920510415,0.2710752380752425,0.06497361319653765
chevrolet,0.18541504082855464,0.08865691340742074,0.12276922692719948,0.2119818173148772,0.1672351373676114,0.38824435056900347,0.09310023662625977
chevrolet,0.0,0.0,0.0,0.00021066006998851443,0.13295103203432107,0.3006056593534958,0.06217424323442678
linux,0.0,0.010457486035408746,0.0,0.004987023344286226,0.0077319272132389235,0.43065664763363354,0.7617038177208001
linux,0.7368492675603914,0.01958559740616284,0.22996563401390782,0.8318849150929969,0.5394093695028928,0.40198423480511913,0.9469585198671523
linux,0.9637418163087689,1.0,0.006265569063369549,0.0,0.007772310705181627,0.42685003651930764,0.761652917299037
linux,0.30064817852774667,0.0295419013735186,0.04663389963104522,0.2517012165980867,0.0,0.3377744036122438,0.7878404469854577
linux,0.6532986000902886,0.0011159566309506465,0.08640169619815347,0.3774425490226768,0.09878380951283694,0.3454313190531905,0.7187675547828588
linux,0.8016791185473006,0.013498909217916051,1.0,1.0,1.0,0.0,0.0
linux,1.0,0.02225967410400773,0.48662129597197384,0.9683687693087645,0.025437393619173722,1.0,0.14512247283313284
linux,0.7770025848940527,0.13509185506660693,0.18022013557815822,0.7237673942120034,0.1045554608275885,0.9218405072350065,1.0
linux,0.4644149565253384,0.0,0.06975130543684416,0.38163508054252976,0.06596954401923431,0.4156043896733687,0.8121032271797672
linux,0.4114513689050434,0.02096641811583951,0.006148101422660946,0.24213345041722797,0.0043397370178256366,0.5311151447782453,0.7706971073617163
linux,0.5774728742463232,0.03068491666140525,0.022956888027834934,0.47380519403410065,0.0338287000798064,0.6070639143373807,0.8062918279314166
